1 1
1 2
8 9
2 1
1 2
3 3
2 3
3 3
2 2
8 10
2 2
9 8
5 5
1 1
8 9
0 2
3 3
3 2
19 18
5 6
2 2
5 5
1 1
1 1
7 8
9 9
1 1
1 1
2 1
1 2
3 4
1 1
10 9
4 4
5 5
2 2
1 6
56 55
13 15
0 1
2 4
1 2
1 1
2 3
2 2
8 9
1 1
1 1
1 1
1 1
1 1
1 1
4 4
4 4
16 15
1 1
8 8
1 1
6 6
1 1
1 1
1 1
2 2
1 1
4 3
1 1
2 2
3 3
9 9
1 1
3 3
7 6
4 3
1 1
21 17
9 6
14 16
2 2
28 28
1 1
4 4
21 22
7 8
34 33
31 29
1 1
2 1
2 2
2 2
0 1
8 9
2 4
13 11
27 29
1 1
2 2
10 9
9 10
3 3
4 4
14 16
3 2
3 3
6 5
2 1
4 3
1 1
2 2
40 38
1 2
2 1
2 2
4 4
8 8
1 1
2 2
1 1
1 3
2 2
1 1
2 2
2 2
8 7
1 1
8 8
3 3
0 1
0 2
1 1
3 2
2 2
46 47
6 5
6 6
1 2
7 5
0 2
1 1
0 1
1 2
2 2
1 1
1 1
1 1
4 4
2 2
13 12
6 5
2 2
2 3
6 5
15 16
1 1
3 3
6 6
1 1
3 4
28 23
1 1
1 1
17 17
1 1
4 3
1 1
2 2
1 1
7 6
1 1
3 2
25 25
6 7
2 2
7 8
2 2
0 3
54 54
2 3
1 1
36 36
8 9
3 3
7 9
1 1
1 1
1 1
4 5
4 5
1 1
1 1
2 2
16 17
3 3
3 4
1 1
1 1
1 1
2 2
1 1
0 1
2 2
6 5
1 1
4 3
1 1
7 7
0 2
10 11
1 1
1 1
1 1
1 3
1 1
2 2
1 1
1 1
12 12
6 7
4 4
23 23
1 1
2 2
1 2
58 56
3 3
10 16
7 9
2 2
12 10
12 14
9 11
2 3
1 1
4 3
1 1
9 8
3 3
4 4
1 1
2 2
5 5
3 2
3 3
3 3
5 5
1 1
1 1
3 2
4 3
1 1
10 9
7 7
1 1
10 6
2 4
0 1
1 1
3 3
1 1
1 1
3 3
4 4
1 1
1 1
2 2
1 1
2 2
3 3
1 2
5 7
1 1
20 19
1 1
8 8
2 2
6 9
2 1
0 2
3 3
0 1
2 2
0 3
4 4
1 1
2 2
9 8
2 2
0 1
77 92
4 3
4 3
1 1
2 1
2 2
7 7
5 5
1 1
2 2
1 2
5 4
1 1
8 8
1 2
1 1
14 14
2 2
0 1
1 1
1 1
4 9
10 11
2 2
3 3
0 1
1 2
4 4
2 3
1 1
1 2
9 6
1 3
3 4
2 2
2 2
5 5
2 1
2 2
1 1
2 2
2 2
1 1
56 53
1 1
2 2
1 1
1 1
0 1
2 2
7 6
1 1
0 4
12 13
0 1
0 7
2 1
2 2
4 3
12 12
1 1
2 4
6 5
8 6
7 9
7 6
44 54
2 3
4 2
3 2
4 4
1 1
1 1
3 3
1 1
10 10
1 1
1 1
9 9
12 12
8 9
1 1
21 21
3 3
3 3
5 7
9 14
1 2
5 6
1 1
2 2
0 1
56 57
6 6
1 2
31 31
2 2
2 2
1 2
7 7
1 1
2 2
1 1
2 1
3 2
4 4
0 1
4 4
1 1
1 1
2 3
2 1
1 1
1 1
2 3
2 3
2 2
4 4
6 6
1 1
1 1
10 10
2 1
6 7
0 1
1 1
1 1
1 1
0 1
7 6
2 2
1 1
4 5
1 1
2 2
8 7
14 16
1 1
1 1
2 2
5 5
1 1
5 5
1 1
2 2
2 2
13 12
1 1
1 1
0 2
1 1
3 2
2 4
264 264
1 1
2 3
1 1
1 1
10 13
1 1
1 1
1 2
0 1
2 2
1 1
7 6
3 3
4 5
3 3
1 2
9 11
1 1
1 1
1 1
1 1
203 179
6 3
4 4
3 2
2 1
1 2
2 2
2 2
9 10
1 1
11 13
1 1
2 1
1 1
1 1
1 1
11 11
0 1
3 2
4 5
0 1
1 1
11 13
5 2
0 1
2 2
10 11
13 13
2 2
3 1
1 1
4 4
1 1
3 3
2 2
54 8
47 46
2 2
1 2
2 2
2 2
3 3
16 15
1 1
1 1
2 1
1 1
5 6
3 3
4 4
4 6
4 4
1 1
2 4
1 2
1 1
1 1
5 5
4 4
1 1
0 2
1 1
11 11
1 1
1 1
1 1
1 1
1 1
3 4
1 1
1 1
1 1
1 1
1 1
1 0
4 4
0 1
22 12
1 1
31 29
8 4
3 3
1 1
12 13
11 12
1 1
2 2
1 1
1 1
1 1
6 5
3 2
2 2
7 6
1 1
1 1
1 1
2 2
1 1
3 2
5 5
2 2
0 2
1 1
1 1
5 6
1 1
2 2
1 1
0 1
1 1
1 1
1 1
3 2
7 7
3 3
4 2
2 2
4 3
3 3
0 1
0 1
0 1
5 6
0 4
0 2
0 2
4 6
0 2
2 6
1 1
3 2
1 1
0 1
1 1
1 1
0 1
1 1
2 2
1 1
2 2
2 17
0 1
1 1
1 1
1 1
5 6
1 1
1 1
70 68
1 1
2 2
3 3
4 4
1 1
3 3
1 2
1 1
0 1
0 1
3 3
1 1
4 3
1 1
0 1
3 2
2 1
2 2
1 1
1 1
0 1
31 39
2 2
2 2
1 1
1 1
2 3
3 3
4 3
2 1
1 1
1 1
2 3
1 2
2 2
2 2
5 5
69 58
2 3
15 14
2 1
1 2
12 13
1 1
2 1
1 1
0 1
1 1
1 2
2 1
1 1
1 1
79 81
1 2
3 3
2 1
1 1
12 12
2 2
1 1
2 2
5 5
4 5
1 1
10 10
2 2
2 3
3 3
1 1
1 1
1 1
1 1
3 2
0 2
9 7
1 1
2 2
3 3
5 5
5 6
36 36
0 1
2 2
1 1
2 2
1 1
13 12
2 2
2 2
2 2
1 1
1 1
1 1
14 18
4 3
1 1
3 3
1 1
3 3
3 3
2 2
1 1
2 2
3 4
3 3
21 18
11 14
1 1
4 4
1 1
13 15
5 5
1 1
8 11
1 1
1 2
1 1
56 55
2 2
1 1
1 1
0 1
1 1
0 1
2 2
2 2
11 11
11 11
2 2
20 19
5 5
2 2
0 1
6 7
1 2
0 1
1 1
3 3
2 2
4 4
9 8
1 1
1 1
1 1
2 2
0 3
1 1
4 3
1 1
12 12
5 4
1 1
1 1
0 1
6 5
49 51
115 110
32 23
5 5
3 2
1 1
8 9
1 1
2 2
5 4
1 1
5 5
1 1
0 3
1 1
2 16
7 9
1 1
2 2
0 1
1 1
2 2
164 164
3 3
7 1
1 1
2 2
1 1
2 2
4 8
2 2
1 1
35 34
3 3
1 1
1 1
154 118
12 11
6 5
1 1
2 2
4 5
3 4
2 2
1 1
0 1
3 2
59 44
1 1
1 1
40 44
0 1
17 20
3 3
4 4
2 1
1 1
1 1
1 1
13 13
1 1
5 6
1 1
1 1
1 1
66 96
6 7
2 2
0 1
1 1
1 1
2 2
0 4
1 2
12 14
0 1
1 1
1 1
162 118
3 2
15 14
4 3
4 4
21 21
5 5
3 3
1 1
4 4
1 1
1 1
1 1
2 2
2 2
21 20
5 5
0 1
2 2
12 7
1 1
4 3
1 1
1 1
2 2
2 1
4 2
1 1
1 1
1 1
3 3
1 1
0 1
1 1
1 1
1 1
2 2
1 1
1 1
1 1
3 4
4 5
0 1
2 2
3 2
4 3
1 1
2 2
0 1
2 3
1 2
4 4
172 134
1 1
1 1
0 1
7 8
1 1
7 11
1 1
1 1
4 3
2 2
4 4
0 1
0 1
2 2
3 3
4 7
5 5
1 1
1 1
2 2
1 1
7 7
1 1
22 18
1 1
0 3
1 2
8 9
4 4
23 16
2 2
3 3
1 1
5 5
1 1
1 1
5 5
1 1
0 1
12 11
1 1
1 1
1 1
10 9
3 3
1 1
2 1
0 1
0 1
2 2
32 28
0 1
32 30
0 1
0 1
36 31
2 2
3 3
26 28
0 1
2 5
2 3
0 2
2 3
1 1
30 27
4 4
8 7
0 3
2 2
6 4
5 5
2 2
0 1
2 2
8 7
7 6
1 1
6 6
27 27
38 37
1 1
2 1
0 1
2 2
0 1
2 5
1 1
1 1
1 1
16 16
0 1
9 6
2 2
45 51
5 5
0 1
5 4
1 1
18 18
1 1
4 4
1 1
1 1
1 1
0 4
67 65
14 14
16 16
0 1
1 1
1 1
0 1
30 30
1 1
19 14
1 1
2 1
1 1
1 0
1 1
1 2
2 2
94 98
0 1
0 1
2 3
1 1
3 3
1 1
1 2
3 3
28 21
10 13
83 74
2 2
0 2
1 1
0 1
1 1
5 5
0 1
7 7
1 2
1 2
0 1
0 2
1 1
4 4
1 1
1 1
1 1
1 1
5 4
2 2
2 3
2 1
8 7
1 1
2 2
1 1
86 63
4 4
1 1
2 2
15 10
6 4
2 2
37 37
2 2
1 1
2 2
3 12
1 1
1 2
3 2
1 1
6 7
55 45
1 1
1 1
1 2
3 3
2 2
8 12
2 2
26 16
1 1
1 1
1 2
0 1
125 103
3 2
3 3
0 1
3 7
6 5
3 2
10 8
4 4
5 4
0 1
0 2
1 1
43 41
2 6
0 1
1 1
4 6
3 3
3 3
2 2
2 6
31 30
1 1
4 3
6 9
0 1
2 2
2 2
9 9
53 54
4 4
25 23
1 1
1 1
1 1
1 1
1 1
1 1
1 1
5 3
10 10
1 2
2 2
20 16
23 28
1 1
3 2
3 3
58 53
0 1
1 1
3 3
1 1
1 1
4 4
11 14
4 4
1 2
1 3
0 1
1 1
1 1
0 1
1 1
0 1
3 3
10 9
38 37
5 3
0 1
1 1
1 2
1 1
1 1
1 2
8 8
1 3
5 4
1 1
1 1
1 1
5 10
0 1
34 38
10 10
0 1
2 2
0 1
2 2
90 84
2 2
1 0
3 3
9 11
1 1
1 3
1 1
22 18
0 1
3 2
7 7
24 19
16 16
69 69
3 6
13 11
2 1
1 1
0 1
1 1
1 1
1 1
3 3
2 2
4 4
16 15
1 1
2 2
1 1
1 1
74 82
7 10
0 3
6 7
1 3
2 2
1 1
7 7
1 1
2 2
2 2
38 37
8 8
2 2
3 1
3 3
2 2
1 1
2 2
19 18
3 3
4 11
0 1
2 4
1 1
3 2
2 2
4 4
6 6
1 1
59 62
7 7
1 1
3 3
0 2
1 1
8 8
1 1
2 3
8 5
8 13
11 10
1 1
1 1
3 1
1 1
4 4
1 1
21 20
1 1
1 1
4 5
4 3
2 2
1 1
1 1
2 2
0 2
1 1
9 10
1 1
0 2
1 1
84 105
3 2
3 2
1 1
0 1
1 2
4 4
404 311
3 5
25 24
1 1
3 3
12 11
5 5
2 4
23 29
1 2
7 10
31 37
2 1
6 5
16 28
2 3
1 1
2 3
0 1
0 3
1 3
1 2
0 1
12 11
63 57
1 2
0 2
1 1
2 4
1 1
1 2
1 1
1 1
1 1
0 1
1 2
14 12
1 1
1 1
9 7
5 5
0 3
6 5
5 5
3 3
1 1
1 1
1 1
1 2
26 21
7 5
1 1
5 5
3 3
1 1
5 5
6 6
1 1
18 19
1 1
2 2
138 132
3 3
1 2
2 2
1 1
1 1
16 14
2 2
2 3
1 1
2 1
1 1
4 6
1 2
0 1
2 4
28 26
3 4
3 4
10 11
3 2
40 38
32 26
5 5
1 1
1 1
0 1
1 1
15 15
1 1
1 1
2 2
19 20
2 1
0 1
7 8
3 2
1 1
3 3
9 11
3 3
1 1
1 2
8 7
2 2
5 3
1 2
5 5
8 19
2 2
1 1
5 7
1 1
169 165
7 6
2 7
4 5
2 2
2 1
2 2
1 1
3 1
7 7
0 1
14 12
1 1
2 3
49 29
2 2
1 1
0 1
1 2
14 10
3 3
5 6
2 2
2 6
4 4
4 4
1 1
7 7
2 1
0 1
6 4
1 1
1 1
6 5
1 1
2 3
3 2
9 9
16 20
3 3
4 4
6 6
1 1
82 74
11 10
17 16
1 1
2 3
1 1
3 4
8 10
0 1
45 24
5 5
1 1
0 1
28 35
1 1
2 2
15 15
7 8
1 1
1 1
9 45
5 6
2 3
6 1
1 1
5 3
0 1
6 6
1 1
1 1
1 1
1 1
1 1
1 1
17 16
2 2
2 3
24 18
293 279
2 2
0 1
1 1
1 1
0 1
13 11
0 1
5 5
8 11
170 128
6 7
1 2
6 6
0 2
2 3
11 5
1 1
4 5
2 2
2 2
2 2
21 16
0 1
1 1
2 2
52 55
9 5
0 3
1 1
186 117
2 1
12 10
1 1
13 12
4 5
8 9
5 1
0 1
2 2
0 1
3 3
1 1
17 16
3 3
1 1
1 1
18 18
1 1
7 7
2 2
15 20
4 4
7 6
1 1
4 7
1 1
5 5
2 8
4 6
2 1
2 2
0 1
1 1
3 5
7 9
3 3
0 1
2 2
1 1
2 2
3 5
1 1
1 1
1 1
12 23
1 2
3 4
1 1
1 2
24 25
6 6
60 53
4 4
4 4
3 3
9 8
18 15
0 1
10 9
2 2
397 180
1 1
11 10
1 1
3 2
7 9
2 2
1 1
2 2
3 3
2 2
13 17
3 2
8 7
3 3
32 26
2 2
4 3
1 2
5 3
14 13
2 1
1 1
1 1
2 1
0 1
5 4
0 1
1 2
2 2
12 15
5 3
2 2
1 1
2 2
1 1
0 5
2 3
19 20
1 1
1 1
0 1
1 1
1 1
67 54
21 15
18 14
7 7
0 1
9 11
0 1
1 2
0 4
1 1
53 49
1 1
1 1
1 1
20 26
11 19
3 3
0 1
0 1
8 8
74 38
5 6
0 1
1 1
3 3
2 2
9 9
4 4
1 1
4 5
8 8
1 1
1 1
9 8
0 1
1 1
1 2
3 3
2 2
37 31
1 1
0 1
7 5
1 0
8 8
1 1
6 6
1 1
1 1
1 1
4 5
1 1
1 1
2 2
1 1
14 16
10 11
10 10
14 12
1 1
1 1
4 2
1 1
1 1
0 1
1 1
2 3
1 1
14 11
22 16
0 2
2 3
0 1
0 1
1 1
5 5
1 1
1 1
8 6
3 3
5 6
3 2
0 4
4 4
35 27
4 5
3 3
0 1
1 1
5 4
2 3
141 53
4 4
0 1
3 2
8 8
1 1
2 2
2 2
3 3
4 4
1 1
1 1
1 1
10 7
2 2
0 1
10 7
0 1
1 1
0 85
1 2
7 8
1 1
6 5
10 11
1 1
10 10
1 1
11 11
0 1
1 1
1 1
200 145
6 6
1 1
10 7
6 6
26 29
1 4
4 1
0 1
28 23
4 3
10 10
12 11
3 5
20 20
0 1
2 3
3 3
38 32
2 2
1 1
1 1
29 31
1 1
1 1
13 10
2 1
1 1
1 1
1 1
3 3
12 13
3 3
1 1
3 3
3 3
0 1
1 1
1 1
4 3
2 3
3 9
27 23
1 1
2 2
7 5
3 3
36 34
6 6
1 1
2 2
1 1
1 1
1 1
5 6
4 3
4 3
1 1
1 1
35 26
5 4
1 2
4 4
1 1
2 2
1 1
1 3
1 1
2 4
1 1
2 2
55 47
2 2
1 1
1 1
2 1
0 1
8 7
2 1
3 3
3 1
5 5
2 2
6 5
2 2
19 19
2 2
1 1
1 1
1 1
17 14
48 43
11 14
20 19
2 2
1 1
2 2
65 63
2 2
4 3
4 4
4 5
5 7
2 3
0 1
1 1
5 5
12 11
4 2
2 2
1 1
44 4
1 1
3 4
0 1
3 3
1 1
11 13
1 2
2 3
2 1
8 10
1 1
0 1
0 2
3 6
5 5
2 2
1 1
14 12
3 4
3 4
0 1
1 1
3 2
2 2
2 3
1 1
4 7
1 2
3 2
4 6
0 1
1 1
1 1
0 2
2 2
0 14
1 1
1 1
1 1
1 1
1 1
2 1
2 2
1 1
8 6
1 0
2 2
1 1
1 1
5 5
1 3
2 2
15 14
0 1
10 10
5 4
1 1
1 1
2 2
1 1
0 1
0 1
43 38
5 5
16 18
3 3
1 1
2 1
0 4
0 2
1 1
3 3
1 1
1 1
1 1
3 4
10 10
7 6
1 1
0 2
0 45
1 1
4 2
2 2
1 3
1 1
4 7
0 1
2 1
1 1
1 1
5 1
0 2
3 2
1 2
1 5
1 1
9 5
1 2
2 2
1 1
3 2
1 1
0 3
1 1
4 4
35 12
3 3
0 1
0 1
1 3
4 4
2 3
0 3
0 1
1 1
7 7
10 8
3 3
1 2
25 27
1 3
2 12
1 3
1 3
1 3
1 3
1 3
2 2
0 1
0 6
2 3
3 3
0 1
19 17
1 1
2 1
3 3
1 1
8 9
1 1
5 6
2 2
3 3
26 29
7 12
2 5
7 7
4 6
2 5
1 7
1 3
1 4
7 12
1 1
1 2
0 1
2 2
1 1
1 2
3 7
5 5
3 2
1 2
1 1
8 7
1 1
2 2
2 3
6 6
11 11
1 1
6 5
2 7
0 1
0 1
2 3
2 3
84 82
3 5
0 4
3 4
0 2
5 5
2 3
0 1
1 1
5 5
1 1
4 4
0 1
5 2
1 1
1 1
0 2
0 1
1 1
0 5
2 4
2 5
0 2
90 133
2 2
1 1
5 7
0 6
3 2
6 6
0 4
5 4
0 2
79 64
5 6
8 8
1 1
1 1
2 5
1 3
1 1
197 136
0 1
406 412
1 1
3 4
1 1
4 4
60 52
1 2
1 1
1 1
0 1
0 2
7 10
42 23
1 1
1 2
15 18
2 1
1 2
8 4
1 1
2 3
1 5
1 1
4 1
2 5
7 7
1 5
6 9
0 2
5 9
2 3
4 2
4 6
4 4
2 3
12 6
12 7
7 8
9 6
1 1
3 6
0 1
2 2
0 3
1 3
0 1
6 6
2 4
1 2
1 1
0 2
0 2
1 6
2 7
3 7
5 9
1 4
1 5
1 4
0 2
0 2
0 2
0 2
18 17
8 2
2 2
1 1
5 7
2 5
3 2
1 3
1 1
3 4
0 5
0 3
3 2
7 7
2 2
1 1
1 1
26 29
9 5
2 4
6 5
0 1
1 3
1 2
1 4
3 3
2 2
1 2
4 6
0 3
4 4
0 1
1 2
2 2
2 3
1 3
1 1
0 3
1 1
0 3
0 2
66 68
3 3
21 21
1 1
4 6
3 3
0 1
4 4
31 27
1 1
1 2
4 5
2 2
3 3
1 2
4 5
1 1
41 4
3 2
2 3
0 1
2 2
1 1
17 17
1 2
21 23
18 17
2 3
6 6
1 1
20 19
1 1
1 3
3 3
5 2
23 23
1 1
1 1
8 9
1 1
1 1
17 12
3 3
1 1
1 1
2 2
2 2
3 4
2 1
6 6
1 3
2 2
0 2
12 11
1 2
3 3
2 2
2 2
4 4
4 4
1 1
3 3
8 7
2 2
1 1
0 2
1 1
2 3
6 6
0 1
2 2
4 4
5 5
1 1
5 2
1 1
27 16
3 3
1 1
4 4
5 4
1 1
1 1
1 1
0 1
1 1
3 3
10 10
7 6
1 1
1 1
2 2
1 1
1 1
1 1
1 1
28 23
1 1
5 3
1 1
4 7
3 3
1 1
71 64
1 1
1 0
3 2
2 2
13 10
1 4
2 2
1 1
0 1
0 1
2 2
2 3
3 4
1 1
9 9
2 2
5 5
1 2
1 2
2 2
21 20
17 14
3 3
5 4
65 5
11 9
3 5
20 18
1 1
3 6
0 1
2 2
2 2
1 1
4 4
6 6
4 2
2 2
4 5
4 4
11 10
1 2
2 1
2 2
3 3
8 9
1 1
6 10
76 71
2 1
11 14
2 2
6 6
2 2
2 2
4 5
0 2
1 1
1 1
5 4
3 3
0 1
3 1
1 1
0 1
2 2
1 4
1 2
1 1
2 2
0 2
0 1
5 5
1 1
2 2
0 1
1 4
0 1
1 1
4 3
1 0
2 2
8 8
1 1
128 123
13 14
9 9
2 2
1 1
0 1
7 8
1 2
0 2
1 1
2 2
1 1
1 1
16 14
9 15
9 9
1 2
0 3
0 1
0 1
0 2
0 1
0 2
0 1
1 1
1 1
1 1
2 2
18 16
1 1
1 2
78 48
2 1
4 5
1 1
1 1
5 4
0 1
0 1
3 2
0 1
1 1
0 1
1 1
2 4
3 4
1 1
5 4
1 1
1 1
2 2
1 1
31 30
8 12
8 8
0 1
6 7
5 4
6 7
1 2
1 1
1 1
1 1
4 4
1 1
27 29
12 14
4 2
4 3
1 1
69 64
2 3
13 10
1 2
1 1
0 1
6 8
0 6
1 1
0 6
0 1
9 8
0 1
2 1
3 2
3 3
1 1
5 4
1 2
8 8
6 5
1 1
2 1
37 34
8 7
1 1
6 6
0 1
0 1
4 4
0 1
0 1
1 1
4 3
1 1
0 1
1 3
1 1
2 3
6 6
1 1
1 2
0 2
2 2
0 1
1 1
1 1
0 1
1 1
3 3
0 1
0 2
2 2
1 1
1 1
2 2
1 1
2 2
3 2
2 2
1 2
12 19
5 5
1 1
1 1
1 1
1 1
2 2
3 3
1 1
0 1
0 1
1 1
46 36
1 1
2 2
5 4
2 3
11 10
3 4
25 25
0 1
0 1
3 3
2 2
1 1
1 1
1 1
1 2
0 1
0 1
10 10
5 3
3 3
2 2
1 1
1 1
3 2
1 1
212 17
0 1
9 9
1 1
1 1
3 1
1 1
3 2
0 2
16 16
10 10
1 1
3 3
0 1
1 1
1 1
1 1
5 3
0 1
2 2
3 3
0 1
10 9
1 1
1 1
1 1
0 1
26 20
0 2
1 1
5 6
2 2
0 1
0 1
1 1
1 2
1 1
1 1
1 1
0 2
0 1
0 1
0 2
0 1
1 1
1 1
8 7
6 5
2 2
9 9
2 2
1 1
1 1
4 3
1 2
1 1
2 2
4 5
6 6
14 15
3 2
11 10
2 3
2 1
0 1
0 1
2 2
2 2
8 6
1 1
1 1
2 2
8 11
4 4
1 2
3 2
0 1
0 1
4 5
1 1
0 1
1 1
3 3
1 1
46 47
2 2
3 3
1 1
22 20
0 1
2 1
2 2
0 1
13 14
2 1
2 2
4 4
1 1
13 15
1 1
0 1
14 12
1 1
19 18
1 1
2 2
4 4
5 5
1 1
1 1
1 1
4 6
1 1
4 4
2 2
1 1
4 4
4 3
3 1
2 3
1 1
3 3
2 2
1 2
2 4
1 32
2 1
2 2
1 1
2 2
2 2
0 1
0 1
2 2
3 2
4 6
3 8
1 1
3 2
2 2
9 8
13 15
2 2
1 1
2 2
1 1
2 2
1 1
2 1
1 1
1 1
1 0
2 3
0 1
3 3
7 6
1 1
3 3
1 1
1 1
0 1
3 3
0 1
3 2
3 4
0 3
2 2
2 2
1 2
1 1
1 1
1 1
2 2
0 1
1 1
0 1
1 1
4 4
0 1
2 2
2 1
6 8
4 4
2 2
10 10
9 10
1 2
15 18
2 2
5 5
1 1
3 3
0 1
0 1
7 6
9 9
2 2
1 1
1 1
2 7
1 1
11 9
2 2
2 2
2 1
1 1
1 8
5 5
1 2
1 1
46 48
2 3
4 3
2 2
8 6
1 1
3 2
14 14
1 2
2 2
0 5
1 1
3 2
1 1
4 2
0 1
2 3
0 1
1 1
43 48
1 1
1 2
0 2
0 1
0 2
14 13
0 1
8 6
4 7
4 2
2 3
5 6
1 2
2 2
2 1
8 3
0 2
2 3
0 2
1 0
1 1
3 3
1 1
5 6
0 1
6 5
1 1
0 1
2 2
9 9
3 5
0 1
4 4
0 2
1 1
1 1
0 1
10 11
5 5
2 1
1 1
9 8
0 1
1 3
1 1
3 3
3 4
8 5
1 1
0 1
5 4
1 1
1 1
1 1
2 2
5 6
1 1
0 1
0 1
0 2
1 1
0 1
0 1
1 1
3 3
0 6
0 1
2 2
0 1
2 1
2 2
1 1
2 3
1 2
3 3
1 1
2 5
29 25
0 1
0 1
2 3
3 4
3 3
4 3
2 2
106 100
63 39
5 5
3 3
3 2
0 1
2 2
3 4
1 1
6 4
4 6
47 37
1 1
1 1
1 1
12 14
2 2
1 1
0 3
2 2
1 2
3 4
8 8
1 1
2 1
2 2
0 1
5 4
1 1
1 2
1 1
0 1
3 2
1 2
2 1
10 11
5 4
7 7
0 1
3 1
3 1
2 2
1 1
2 1
1 1
9 3
1 1
7 7
3 2
0 1
2 2
5 4
44 40
9 7
1 1
5 5
4 3
1 1
2 2
20 18
2 1
3 3
3 4
4 4
12 9
2 1
4 3
4 3
0 2
1 1
3 3
3 2
2 4
1 1
2 2
1 1
1 1
0 8
6 6
1 1
4 4
0 1
6 6
1 1
1 1
4 4
37 27
7 5
3 2
1 1
5 5
2 2
1 1
30 32
9 10
2 3
10 8
1 2
0 1
1 1
1 2
1 2
0 16
1 2
0 2
6 2
1 2
1 2
0 1
0 2
1 3
1 4
2 2
1 2
4 2
1 2
1 2
3 3
1 2
1 2
17 18
0 1
26 24
1 1
3 3
7 6
1 1
1 0
2 2
48 46
1 1
9 7
6 6
2 1
2 3
2 2
1 1
0 1
1 1
2 2
1 1
2 2
7 5
2 2
10 7
1 1
3 2
3 2
3 3
1 1
11 13
1 1
3 4
